easy1: 26.98
easy2: 28.24
easy3: 32.82
easy4: 34.31
easy5: 38.20
medium1: 66.35
medium2: -1
medium3: -1
medium4: -1
medium5: -1
hard1: 164.30
hard2: -1
hard3: -1
hard4: -1
hard5: -1
